player2_name,player1_name,round,day,both_left_handed,both_right_handed,h2h_matches,h2h_win_rate,mixed_handed,month,month_cos,month_sin,p1_age,p1_avg_1st_serve_pct,p1_avg_1st_serve_win_pct,p1_avg_ace_rate,p1_avg_df_rate,p1_career_win_rate,p1_experience,p1_ht,p1_is_lefty,p1_rank_points,p1_recent_form,p1_surface_win_rate,p2_age,p2_avg_1st_serve_pct,p2_avg_1st_serve_win_pct,p2_avg_ace_rate,p2_avg_df_rate,p2_career_win_rate,p2_experience,p2_ht,p2_is_lefty,p2_rank_points,p2_recent_form,p2_surface_win_rate,quarter,surface_clay,surface_grass,surface_hard,tourney_importance,winner,split
Henry Searle,Ethan Quinn,1,1,0.0,0.0,-0.4909102765657721,-0.15148323359866034,1.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,-1.318232743272394,-0.019036008354989357,0.9343753581802273,1.115917350547221,-1.1171848707597152,-1.4292372790012864,-1.4030259725154468,1.0493139865290093,0.0,-0.6932292415767942,-1.1236405481743545,0.05829580817014929,-1.8330046281520571,-0.7018787005749841,-0.5806655130224693,0.30240787157387,1.9506852874217424,-2.8920766053919915,-1.6319199201643892,1.3795910288623097,1.0,-0.8197129985528697,-2.2671540859672774,-2.4372295575901064,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test
Christopher O'Connell,Adrian Mannarino,1,1,0.0,0.0,-0.4909102765657721,-0.15148323359866034,1.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,2.415695871532928,-0.502658467510669,1.376018731071526,1.1392544810644782,-0.811490435104305,-0.14901792470903122,2.316913356799052,-0.7072633945687014,1.0,0.7626469417601484,-0.44045842889885156,0.45002864293942957,-0.1567700611811949,-0.5329764970595686,-1.3715843627118531,-0.3571606293678053,-0.40476551236036684,0.02926228498107026,-1.8823056448276698,0.10241055720758814,0.0,-0.8817906743873885,0.012409316325039459,0.05906091735631179,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test
Roman Safiullin,Luciano Darderi,1,1,0.0,1.0,-0.4909102765657721,-0.15148323359866034,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,-0.7286650672505014,-0.8069852010288695,-0.8458885632671164,0.27623744399566436,-0.10189972251101828,-0.07689289066439745,-1.2947435223220578,-0.22819683608750754,0.0,0.18545001243718345,-1.1236405481743545,-0.4406481182201973,0.38554112225055437,0.23746657153844913,1.676665398365229,1.1961550012978721,-0.31158897712353406,-0.16185334336109267,0.016846455448533283,0.10241055720758814,0.0,-0.1181502237107051,0.012409316325039459,0.25108326158295924,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test
Nishesh Basavareddy,Learner Tien,1,1,0.0,0.0,-0.4909102765657721,-0.15148323359866034,1.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,-1.6375819011175863,0.8747729046709409,-1.0644574596670022,0.6746750885389005,-0.5961937770127582,0.031294660402554186,-1.1864610721286688,-0.7072633945687014,1.0,-0.4630376090491833,0.014996317284816957,0.05829580817014929,-1.4878975114227615,-0.7037075070342889,-0.5973687079074601,-0.3428499338803231,0.621330170902033,-0.9445173451432838,-1.7513761823352807,-0.6958272375766128,0.0,-0.507623861138234,-0.747445151105733,-0.7730359076258277,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test
Lloyd Harris,Zizou Bergs,1,1,0.0,1.0,-0.09429084937703326,-2.0085656854780534,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,-0.2619239903998356,-0.005620760756027475,1.5406883110685252,0.8943463374997821,-0.5902106670996676,-0.6502869113192382,-0.7297916082695936,0.09118086956662165,0.0,-0.4578840650373711,0.69817843656032,-1.1890640078057175,0.41019163058836156,0.38951175015017525,1.3063972987093386,1.5551826447886945,0.08586090695370659,-0.0816746349065143,0.4157088901547296,1.3795910288623097,0.0,-0.42173556991513267,-0.6714597043626558,-0.21830469097106814,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,2,test
Filip Misolic,Jan-Lennard Struff,1,1,0.0,1.0,-0.4909102765657721,-0.15148323359866034,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,-0.1636627110628538,-0.5357768364765243,-1.3725082181566022,-0.35833444421609045,-0.40241152042480394,0.031294660402554186,-1.8832350994600413,0.09118086956662165,0.0,-0.8864871420197512,0.014996317284816957,0.05829580817014929,-0.6744307362751379,-0.7662534033096253,-1.5091100475987653,-0.7596479615839146,0.3626098309176363,0.02926228498107026,-1.159494024573294,-0.6958272375766128,0.0,-0.6623928611640206,0.012409316325039459,0.05906091735631179,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test
Daniel Altmaier,Gabriel Diallo,1,1,0.0,1.0,-0.09429084937703326,-2.0085656854780534,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,-0.8269263465874832,1.3791975673755237,1.094432966756824,1.5269677274345999,-0.6511880422177765,-0.4180997824909352,-1.1992397463750937,2.9655802204537847,0.0,-0.4587429890393398,0.014996317284816957,-2.4364238237815843,0.11438553053468017,-0.23827675556866915,-0.7153030619676793,0.18621561614339896,-0.22915037841381994,-0.8218364468599005,0.11605589352266318,0.5813532340781087,0.0,-0.3375480369340729,-0.44350336413342384,-0.6541649326283794,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test
Alejandro Davidovich Fokina,Brandon Holt,1,1,0.0,1.0,-0.4909102765657721,-0.15148323359866034,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,0.15568644678233842,0.526259737612284,-1.3255749575800373,0.6442032424266249,-1.7441929458977232,-1.5915186056017132,-1.1864610721286688,0.09118086956662165,0.0,-0.6674615215177333,-1.250155755447596,-1.3276595429141471,-0.08281853616777436,0.43154617258637606,-0.42454566396582044,0.7258190644467171,-0.019282937202233473,-0.008351520474377322,-0.34692148415661006,-0.21688456070609224,0.0,-0.15046463030949572,-0.2155470239041922,-0.5650117013802928,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,2,test
Jordan Thompson,Vit Kopriva,1,1,0.0,1.0,-0.4909102765657721,-0.15148323359866034,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,0.2293824062850752,0.056484224588946384,1.661702876431727,0.47843255522859257,-0.5108243713054837,-0.9423932992000063,-0.9134009803366445,-1.0266411002228306,0.0,-0.4175146369448423,-0.7440949263546308,-2.4364238237815843,1.1497068807225654,-0.4767192950441519,-0.6433523023103638,0.5336244720207308,1.0449205353230606,-0.15514116657071758,0.9428012108070801,-0.21688456070609224,0.0,0.449903029131193,0.4683219967835028,0.142270599854526,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,2,test
Chris Rodesch,Cristian Garin,1,1,0.0,1.0,-0.4909102765657721,-0.15148323359866034,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,0.6224275236330034,0.43454759801336945,-0.32401346642826656,-0.6467117130015477,0.30111682352398395,0.1360340026705586,1.2589736415555683,0.09118086956662165,0.0,-0.4501537490196528,0.014996317284816957,-0.07300522509046867,-0.6251297195995237,0.5235056972402299,-1.2937257413641254,-0.7515731227054576,-0.9481518283021215,0.44659641217722174,-1.2904234870656832,2.1778288236465104,0.0,-0.8163114820687865,0.33806123093822743,0.4156738423486571,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test
James Duckworth,Felix Auger-Aliassime,1,1,0.0,1.0,-0.4909102765657721,-0.15148323359866034,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,-0.1636627110628538,-0.5357768364765243,-1.3725082181566022,-0.35833444421609045,-0.40241152042480394,0.031294660402554186,-1.8832350994600413,0.09118086956662165,0.0,-0.8864871420197512,0.014996317284816957,0.05829580817014929,1.741319080829929,-0.44057504343043186,0.027768184143643213,1.117320169150788,0.153292681508515,-0.6968508496203271,1.4442475542702,-0.21688456070609224,0.0,-0.2601635369211796,-0.6714597043626558,-0.5434919559066169,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test
Tallon Griekspoor,Jenson Brooksby,1,1,0.0,1.0,-0.4909102765657721,-0.15148323359866034,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,-0.8514916664217291,0.21034865461437985,-2.5309151232670204,-0.5982895039170862,-0.23703950847311564,0.5119760581810333,-0.2025031551539605,0.5702474280478155,0.0,-0.01897390003136658,0.24272369037665145,0.4740824134954384,0.45949264726397493,1.0760771706647192,3.407345061299853,3.6721095020500063,-0.6687563723022333,-0.0014886507070676512,0.1821955189054166,0.5813532340781087,0.0,0.3257476774621554,0.24036565655427136,0.521336931235278,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test
Arthur Fery,Alexei Popyrin,1,1,0.0,1.0,-0.4909102765657721,-0.15148323359866034,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,-0.1636627110628538,0.044764523136193814,-0.8875455363214706,0.854953540088214,1.4984983255202222,-0.22394393094957316,-0.047141378789532784,1.8477582506643322,0.0,0.681049161573122,0.69817843656032,-0.9395920446105441,-0.9209358196532059,0.009890790348281596,-2.7341700642092217,-1.0993022811840307,-1.9469493418424502,-2.8920766053919915,-1.390982713412931,-1.4940650323608138,0.0,-0.6751485479793328,-2.2671540859672774,-2.4372295575901064,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,2,test
Dusan Lajovic,Billy Harris,1,1,0.0,1.0,-0.4909102765657721,-0.15148323359866034,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,0.9663420013124414,0.48044820747817546,2.6084594260595284,1.3731814559133988,-1.572549553205691,0.22603225232306623,-1.4783528943891087,1.3686916921831385,0.0,-0.41236109293303014,0.16681456601270644,0.5572397345604959,2.0864261975592235,0.9909678808853649,-1.676265236996749,-0.9960632484037067,-1.1852556813073547,-0.31776501301141014,1.8545831892978937,-0.21688456070609224,0.0,-0.19213320723951519,-0.2155470239041922,-1.1890843201168975,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test
Oliver Crawford,Mattia Bellucci,1,1,0.0,0.0,-0.4909102765657721,-0.15148323359866034,1.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,-0.5812731482450277,0.9141439148695424,1.9450200732596523,2.5487288747482255,-1.095354301026689,-0.5529181153589819,-1.2806197244707465,-1.5057076587040243,1.0,-0.39346476488971877,-0.44045842889885156,-2.4364238237815843,-0.1567700611811949,-0.5329764970595686,-1.3715843627118531,-0.3571606293678053,-0.40476551236036684,0.02926228498107026,-1.8823056448276698,0.10241055720758814,0.0,-0.8817906743873885,0.012409316325039459,0.05906091735631179,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test
Laslo Djere,Andrey Rublev,1,1,0.0,1.0,1.0955674321891833,1.7055992182807327,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,0.32764368562205703,-0.06163894882754833,-0.12553933901260622,1.1588110537475456,-0.11861070334315568,0.8891118839295697,0.769348649376767,0.5702474280478155,0.0,2.343067105382552,0.014996317284816957,0.8325191422241354,0.73064823897985,0.1899040395876271,-1.0731192740549982,0.03611262955320845,-0.5094394047583956,-0.040530794311118994,1.0183893541016553,0.5813532340781087,0.0,0.15141995765289026,-0.44350336413342384,-0.7730359076258277,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test
Hugo Dellien,Jiri Lehecka,1,1,0.0,1.0,-0.4909102765657721,-0.15148323359866034,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,-0.8514916664217291,-0.23327710089164597,3.048871581422061,1.4319758823245408,0.009571582869916563,0.2747166503031941,-0.30876791994001923,0.09118086956662165,0.0,0.18287324043127737,0.24272369037665145,0.05829580817014929,1.3715614557628262,0.870900832374892,-1.9394393852989618,-1.2956251550108544,0.09130169907814535,-0.7457868083832113,1.8093652821484607,-0.6958272375766128,0.0,-0.43194011936738236,-0.8994160445918874,-2.4372295575901064,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test
Nuno Borges,Francisco Cerundolo,1,1,0.0,1.0,-0.09429084937703326,1.7055992182807327,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,-0.06540143172587197,-0.23403546484486665,-1.1234892324131238,-0.4908652015552725,0.2839742903798325,0.21578290537988135,-0.31549353796445323,0.09118086956662165,0.0,0.5908621413664088,0.24272369037665145,-0.10801883395996624,0.3115895972371338,-0.6502790360209232,-1.549098687247169,-0.6134454134782885,0.9079769262495954,-0.33180207225604996,-0.8524171924390822,0.10241055720758814,0.0,-0.028010036882499714,0.24036565655427136,-2.4372295575901064,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,2,test
Alexander Zverev,Arthur Rinderknech,1,2,0.0,1.0,-0.4909102765657721,-0.15148323359866034,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,0.8435154021412137,-0.5273710280774538,0.09587231685936816,0.9986682396143713,0.46299911991433945,-0.13615486131253576,-0.7156678104182822,1.8477582506643322,0.0,-0.13492864029714077,0.24272369037665145,-0.5982093581329385,0.45949264726397493,1.4557390139259516,2.625285516957453,2.403558616169883,-1.0152751609831914,1.1969165925962455,1.0656319436607649,2.1778288236465104,0.0,5.338732595879804,1.152191017471198,0.8629510703051585,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test
Novak Djokovic,Alexandre Muller,1,2,0.0,1.0,-0.09429084937703326,-2.0085656854780534,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,0.4996009244617756,-0.3079340751059973,-1.3552582684630772,-0.3728652696519123,0.27817384068066914,-0.499807863017024,0.10351246495779112,-0.22819683608750754,0.0,-0.20793718046448006,-0.2127310558070173,0.05829580817014929,2.87524246436904,0.26072976345985066,1.544532085880438,0.37638068730369856,-0.5728032989159646,1.9903958760972487,3.3494737017754317,0.5813532340781087,0.0,3.846317238488291,1.6081036979296612,1.8471838816796329,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,2,test
Luca Nardi,Jannik Sinner,1,2,0.0,1.0,-0.4909102765657721,-0.15148323359866034,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,-0.6058384680792737,0.3422952867610182,2.4305080744996257,2.28275835032474,-1.7272589361990527,1.545613895025233,-0.362572864135492,1.0493139865290093,0.0,9.274583801269943,2.0645426751113254,1.0561836609508424,-1.1181398863556595,0.10969457843551764,-1.0726480330688226,-0.7847849476194455,0.8957424774974672,-1.5727622678041573,-0.7248622006294863,0.10241055720758814,0.0,-0.3298946248448857,-1.127372384821119,-1.1890843201168975,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test
Giovanni Mpetshi Perricard,Taylor Fritz,1,2,0.0,1.0,-0.4909102765657721,-0.15148323359866034,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,0.13112112694809253,0.22489038656099572,2.505094665794713,2.3770285633027965,-1.3445459206239814,0.6081434095788608,0.5796862210877255,1.8477582506643322,0.0,1.8577750442702379,0.69817843656032,0.5037814567329589,-1.0688388696800462,0.3796104323253533,3.2006148788416735,5.256705099041304,0.5711517197456389,0.37294921326025404,-1.3673614186333762,2.9760666184307114,0.0,0.4099352104432151,0.24036565655427136,0.05906091735631179,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test
Sebastian Baez,Jack Draper,1,2,0.0,0.0,0.3023285778117056,1.7055992182807327,1.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,-0.7286650672505014,-0.3754825057025743,-1.0819357710123498,0.47678095562383765,0.6600918502686457,0.660446880453439,-0.8333661258458788,1.3686916921831385,1.0,1.1019219225377839,1.1536331827439885,0.9654665834253249,-0.6497802279373308,0.4151950914233481,1.3059152478306353,0.8356391558796892,0.19394309924769593,0.0782232719705627,-0.8193473797477054,-2.2923028271450145,0.0,0.41503748516933997,-0.2155470239041922,-0.9394552726222556,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test
Lorenzo Musetti,Nikoloz Basilashvili,1,2,0.0,1.0,0.3023285778117056,-0.15148323359866034,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,1.3102564789918787,-0.7538392510140903,-0.7626400718427433,0.003614819133951707,2.4867587480532043,-0.2075344617641115,0.8661975489286176,0.09118086956662165,0.0,-0.47334469707280763,-1.1236405481743545,-0.168496885643645,-0.7237317529507513,-0.23607101113064657,-0.994777090890789,-0.06471567959332865,-0.1002794662479936,0.30351042570996994,-0.5642373961285139,0.10241055720758814,0.0,1.3291950402667059,0.24036565655427136,0.772286767341003,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test
Alex Bolt,Ben Shelton,1,2,1.0,0.0,-0.4909102765657721,-0.15148323359866034,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,-0.8760569862559741,0.6101043369479419,1.2924107146349164,1.2776975455076187,0.10832126030268471,0.435018936335323,-1.1629214090431497,1.3686916921831385,1.0,1.1148057825673143,0.69817843656032,-0.1336057019799842,1.4455129807762468,-0.17692855058798815,1.636130284689027,2.0101793148018596,-0.13018233950553915,-0.8227948913777393,0.6573209910427467,-0.21688456070609224,1.0,-0.6334799710493133,-0.44350336413342384,-0.9010508037769259,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test
Tommy Paul,Johannus Monday,1,2,0.0,1.0,-0.4909102765657721,-0.15148323359866034,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,-0.1636627110628538,-0.5357768364765243,-1.3725082181566022,-0.35833444421609045,-0.40241152042480394,0.031294660402554186,-1.8832350994600413,0.09118086956662165,0.0,-0.8864871420197512,0.014996317284816957,0.05829580817014929,0.4348421389261678,-0.1244611661826467,-1.2295549828017363,-0.6270926296674512,-0.4358319984232095,0.5356276926457343,0.541239199554649,0.10241055720758814,0.0,1.8224149304587731,0.4683219967835028,0.891157742338451,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,2,test
Yoshihito Nishioka,Grigor Dimitrov,1,2,0.0,0.0,0.6989480050004444,1.7055992182807327,1.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,1.8998241550137713,-0.1116294616980837,2.6228097873826854,1.9699118403154594,1.009563741268067,0.6958753312423968,2.3027895589477407,1.0493139865290093,0.0,2.325888625343178,0.925905809652154,0.49487174376170273,0.6566967139664295,0.3789670198570468,0.910126047596794,1.0679719594095285,-1.1908004732760225,-0.14499301725170907,0.7916249242179297,-2.2923028271450145,1.0,-0.2907771852779286,0.6962783370127347,-1.1058746376186837,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test
Botic van De Zandschulp,Matteo Arnaldi,1,2,0.0,1.0,-0.4909102765657721,-0.15148323359866034,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,-0.5321425085765369,-0.7356555828896201,0.9022939369336175,0.2443966438302889,-0.4385343015042353,0.1582974377420185,-1.111134150255007,0.09118086956662165,0.0,0.30741722071673855,-0.2127310558070173,-1.1890640078057175,-0.1567700611811949,-0.5329764970595686,-1.3715843627118531,-0.3571606293678053,-0.40476551236036684,0.02926228498107026,-1.8823056448276698,0.10241055720758814,0.0,-0.8817906743873885,0.012409316325039459,0.05906091735631179,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,2,test
Jay Clarke,Daniel Evans,1,2,0.0,1.0,-0.4909102765657721,-0.15148323359866034,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.010423097359022127,2.0963467136877365,-1.123255353172098,-1.0709626405531403,-0.45382033431864627,0.8148254017671585,-0.18669518129951154,2.306824929762401,-1.5057076587040243,0.0,-0.5996065253622062,-1.1236405481743545,-0.4406481182201973,-0.42792565289707,-2.047977499347526,-0.7568026875473315,-0.1566748080066494,1.589829903787292,-1.993203100661819,-0.14850260800835002,-0.21688456070609224,0.0,-0.5748038116988777,-1.5657499621850264,-1.6051327326079676,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test
