day,round,player1_name,player2_name,winner,p1_rank_points,p1_age,p1_ht,p1_is_lefty,p1_experience,p1_career_win_rate,p1_surface_win_rate,p1_recent_form,p1_avg_ace_rate,p1_avg_df_rate,p1_avg_1st_serve_pct,p1_avg_1st_serve_win_pct,p2_rank_points,p2_age,p2_ht,p2_is_lefty,p2_experience,p2_career_win_rate,p2_surface_win_rate,p2_recent_form,p2_avg_ace_rate,p2_avg_df_rate,p2_avg_1st_serve_pct,p2_avg_1st_serve_win_pct,h2h_matches,h2h_win_rate,tourney_importance,surface_hard,surface_clay,surface_grass,both_right_handed,both_left_handed,mixed_handed,month,quarter,month_sin,month_cos,split
1,1,Ethan Quinn,Henry Searle,1,225.0,20.3,191.0,0,1.9548254620123204,0.25,0.5,0.25,0.0941492821180313,0.0216726175842577,0.62313963676155,0.7421109361359683,73.0,18.2,193.0,1,1.0157426420260096,0.0,0.0,0.0,0.0696721311475409,0.0575288403157255,0.5924408014571949,0.6816017316017315,0,0.5,4,0,0,1,0,0,1,6,2,1.2246467991473532e-16,-1.0,test
1,1,Adrian Mannarino,Christopher O'Connell,1,1920.0,35.5,180.0,1,17.097878165639973,0.4691358024691358,0.5785123966942148,0.4,0.0948481570067657,0.0252340744668826,0.6014830394393079,0.7597451960234402,0.0,25.0,185.0,0,0.0,0.5,0.5,0.5,0.05,0.03,0.6,0.65,0,0.5,4,0,0,1,0,0,1,6,2,1.2246467991473532e-16,-1.0,test
1,1,Luciano Darderi,Roman Safiullin,1,1248.0,22.7,183.0,0,2.3956194387405887,0.4814814814814814,0.4,0.25,0.0690034656334473,0.0335010771743208,0.5878552986315234,0.6710272550799887,898.0,27.2,185.0,0,7.704312114989733,0.4672897196261682,0.5384615384615384,0.5,0.0963288176381281,0.0310889813363729,0.6344810902418384,0.7717950120197941,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
1,1,Learner Tien,Nishesh Basavareddy,1,493.0,19.0,180.0,1,2.836413415468857,0.5,0.5,0.5,0.0809354409160057,0.0277423627290563,0.6631643695794328,0.6623000761863022,440.0,19.6,180.0,0,0.5311430527036276,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0504268273546119,0.0419922794463798,0.5923589534360648,0.6809343434343434,0,0.5,4,0,0,1,0,0,1,6,2,1.2246467991473532e-16,-1.0,test
1,1,Zizou Bergs,Lloyd Harris,2,499.0,24.6,185.0,0,4.695414099931554,0.3833333333333333,0.25,0.65,0.0875139154873399,0.0278120682437602,0.6237403710941452,0.7663202435560624,541.0,27.3,193.0,0,9.322381930184806,0.4810126582278481,0.4444444444444444,0.35,0.1070370896042094,0.0357340940227759,0.6412858545887843,0.7570006837387018,1,0.0,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
1,1,Jan-Lennard Struff,Filip Misolic,1,0.0,25.0,185.0,0,0.0,0.5,0.5,0.5,0.05,0.03,0.6,0.65,258.0,22.9,180.0,0,2.9322381930184807,0.5,0.5,0.5,0.0379955098321481,0.038968539393512,0.5895597190972434,0.6445050623286481,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
1,1,Gabriel Diallo,Daniel Altmaier,1,498.0,22.3,203.0,0,2.784394250513347,0.4230769230769231,0.0,0.5,0.106458969729324,0.027101658543848,0.6857524888712303,0.7485018334976313,640.0,26.1,188.0,0,8.106776180698152,0.3543307086614173,0.3571428571428571,0.4,0.0662066089403806,0.0320524652775114,0.6131892527751405,0.6762221914795654,1,0.0,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
1,1,Brandon Holt,Alejandro Davidovich Fokina,2,255.0,26.3,185.0,0,2.836413415468857,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0800229033593639,0.0143677341313615,0.6475579617759875,0.6518739855846932,860.0,25.3,183.0,0,6.228610540725531,0.4935622317596566,0.375,0.45,0.0823006913405146,0.0345052472575545,0.6431671002931861,0.687839612478548,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
1,1,Vit Kopriva,Jordan Thompson,2,546.0,26.6,178.0,0,3.9479808350444903,0.3333333333333333,0.0,0.3333333333333333,0.075058583924921,0.0287369488976593,0.6265214302320271,0.7711522017077573,1566.0,30.3,183.0,0,11.460643394934976,0.4684385382059801,0.5166666666666667,0.6,0.0765683417473273,0.0469429035487831,0.6025177845560695,0.6790970358408095,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
1,1,Cristian Garin,Chris Rodesch,1,508.0,28.2,185.0,0,12.791238877481176,0.5179282868525896,0.4736842105263157,0.5,0.0413639926088199,0.0381963737982542,0.6434510952745383,0.6918650659729892,77.0,23.1,198.0,0,2.401095140314853,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.038236348030433,0.02364928568124,0.64728273816109,0.6531108972250163,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
1,1,Felix Auger-Aliassime,James Duckworth,1,0.0,25.0,185.0,0,0.0,0.5,0.5,0.5,0.05,0.03,0.6,0.65,731.0,32.7,183.0,0,13.494866529774129,0.3757225433526011,0.3793103448275862,0.35,0.0939775089343655,0.0365221888342222,0.6041354163479737,0.7059121376602594,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
1,1,Jenson Brooksby,Tallon Griekspoor,1,1010.0,22.2,188.0,0,6.841889117043121,0.5822784810126582,0.5833333333333334,0.55,0.0428140880248417,0.0319266470745407,0.6334114741913058,0.6037462811081582,1420.0,27.5,188.0,0,8.375085557837098,0.4947368421052631,0.5925925925925926,0.55,0.170176039851742,0.0269146618435745,0.672013010411948,0.8409455629494051,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
