day,round,player1_name,player2_name,winner,p1_rank_points,p1_age,p1_ht,p1_is_lefty,p1_experience,p1_career_win_rate,p1_surface_win_rate,p1_recent_form,p1_avg_ace_rate,p1_avg_df_rate,p1_avg_1st_serve_pct,p1_avg_1st_serve_win_pct,p2_rank_points,p2_age,p2_ht,p2_is_lefty,p2_experience,p2_career_win_rate,p2_surface_win_rate,p2_recent_form,p2_avg_ace_rate,p2_avg_df_rate,p2_avg_1st_serve_pct,p2_avg_1st_serve_win_pct,h2h_matches,h2h_win_rate,tourney_importance,surface_hard,surface_clay,surface_grass,both_right_handed,both_left_handed,mixed_handed,month,quarter,month_sin,month_cos,split
2,1,Raphael Collignon,Marin Cilic,2,309.0,22.6,191.0,0,0.8021902806297057,0.0,0.0,0.0,0.0448433048433048,0.1455270655270655,0.6252991452991453,0.6935880099166103,10.0,35.3,198.0,0,19.9315537303217,0.6345123258306538,0.7017543859649122,0.4,0.0784030471880362,0.0345359900806896,0.5880979852908391,0.6975923549865777,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
2,1,Damir Dzumhur,Tomas Machac,2,427.0,31.6,175.0,0,14.976043805612594,0.4671532846715328,0.5555555555555556,0.35,0.0285963731343051,0.0166290067166937,0.6466124228130562,0.6812322051384097,1374.0,23.9,183.0,0,4.7529089664613275,0.5444444444444444,0.25,0.6,0.067456084006593,0.0299025452477262,0.6270058333773917,0.6416090316721992,1,0.0,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
2,1,Pedro Martinez,George Loffhagen,1,1167.0,27.3,185.0,0,7.225188227241615,0.4276729559748428,0.3,0.35,0.0483355877857773,0.0496069479237859,0.6452979453052992,0.6374197872594932,130.0,22.2,188.0,0,2.0123203285420943,0.0,0.0,0.0,0.064697723749694,0.075344700987191,0.5934975932120421,0.7018648018648019,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
2,1,Flavio Cobolli,Beibit Zhukayev,1,1482.0,22.3,183.0,0,4.101300479123887,0.5189873417721519,0.4285714285714285,0.65,0.08715964670106,0.0431303875927914,0.576952300787174,0.7993359976854487,296.0,23.9,198.0,0,2.7405886379192332,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.1154065223175152,0.0282716580334654,0.6616929921148553,0.8281403690006549,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
2,1,Mariano Navone,Denis Shapovalov,1,1198.0,23.6,178.0,0,1.3990417522245038,0.4285714285714285,0.0,0.25,0.04614010937528,0.032281109363736,0.622120665778725,0.6350096011348747,981.0,25.5,185.0,1,8.950034223134839,0.5485564304461942,0.4878048780487805,0.7,0.0478521467364817,0.0559112964173807,0.6489067670004254,0.6612686266141061,0,0.5,4,0,0,1,0,0,1,6,2,1.2246467991473532e-16,-1.0,test
2,1,Tomas Martin Etcheverry,Jack Pinnington Jones,2,1430.0,24.5,196.0,0,4.484599589322382,0.4744525547445255,0.25,0.5,0.0987090968055562,0.040862602002341,0.5861852904655138,0.7316535654308974,0.0,25.0,185.0,0,0.0,0.5,0.5,0.5,0.05,0.03,0.6,0.65,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
3,2,Oliver Tarvet,Carlos Alcaraz,2,0.0,25.0,185.0,0,0.0,0.5,0.5,0.5,0.05,0.03,0.6,0.65,7010.0,21.5,183.0,0,5.366187542778919,0.7886792452830189,0.8888888888888888,0.75,0.0864841151648193,0.0185574830320569,0.640359314873675,0.7903807411518107,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
3,2,Cameron Norrie,Frances Tiafoe,1,962.0,29.2,188.0,1,8.030116358658454,0.5726027397260274,0.5365853658536586,0.5,0.0924437968680126,0.0219894298175089,0.6873950662731703,0.7554709353576001,2585.0,26.7,188.0,0,10.924024640657084,0.5225,0.5609756097560976,0.65,0.1008463852406511,0.0429368178040706,0.5933647124816593,0.7000763865292221,3,0.3333333333333333,4,0,0,1,0,0,1,6,2,1.2246467991473532e-16,-1.0,test
3,2,Taylor Fritz,Gabriel Diallo,1,3195.0,26.2,196.0,0,10.026009582477757,0.5987394957983193,0.5892857142857143,0.65,0.1319156629438368,0.0190237745520192,0.6340626524547919,0.804827766458612,498.0,22.3,203.0,0,2.784394250513347,0.4230769230769231,0.0,0.5,0.106458969729324,0.027101658543848,0.6857524888712303,0.7485018334976313,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
3,2,Nuno Borges,Billy Harris,1,1004.0,26.9,185.0,0,4.177960301163586,0.4382022471910112,0.0,0.55,0.0423561117959051,0.0453424036585747,0.5947501384639835,0.642907287464914,552.0,29.6,193.0,0,1.648186173853525,0.5333333333333333,0.6,0.5333333333333333,0.1018535464825036,0.0163674451857989,0.6455065230099669,0.8089549902722128,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
3,2,Andrey Rublev,Lloyd Harris,1,3760.0,27.0,188.0,0,10.798083504449009,0.6468330134357005,0.6551724137931034,0.5,0.0954338158797706,0.0333063878677509,0.6212318785317763,0.6997898862207695,541.0,27.3,193.0,0,9.322381930184806,0.4810126582278481,0.4444444444444444,0.35,0.1070370896042094,0.0357340940227759,0.6412858545887843,0.7570006837387018,2,1.0,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
3,2,Jiri Lehecka,Mattia Bellucci,2,1245.0,22.2,185.0,0,6.409308692676249,0.5416666666666666,0.5,0.55,0.1036142577312968,0.0347997604392384,0.6135459279022805,0.8265400892049122,574.0,23.3,175.0,1,2.4531143052703626,0.4,0.0,0.4,0.1370575562870802,0.0219269520560665,0.6649274020811275,0.7824646981384087,0,0.5,4,0,0,1,0,0,1,6,2,1.2246467991473532e-16,-1.0,test
3,2,Joao Fonseca,Jenson Brooksby,1,374.0,18.0,185.0,0,2.3572895277207393,0.6,0.0,0.6,0.0688436954701292,0.0140265715058903,0.6906246869613086,0.7333191274758565,1010.0,22.2,188.0,0,6.841889117043121,0.5822784810126582,0.5833333333333334,0.55,0.0428140880248417,0.0319266470745407,0.6334114741913058,0.6037462811081582,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
3,2,Shintaro Mochizuki,Karen Khachanov,2,408.0,21.3,175.0,0,4.350444900752909,0.1363636363636363,0.0,0.15,0.0457958262841826,0.0374492675553087,0.568565391243664,0.667709506500627,2225.0,28.4,198.0,0,11.786447638603695,0.5821205821205822,0.6153846153846154,0.7,0.0993389703251434,0.0192347348899779,0.6574490705441068,0.7898668073352059,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
3,2,Kamil Majchrzak,Ethan Quinn,1,25.0,28.0,180.0,0,10.318959616700887,0.4366197183098591,0.2857142857142857,0.5,0.0984819478815659,0.0207449279146789,0.621399862220778,0.7719504510907977,225.0,20.3,191.0,0,1.9548254620123204,0.25,0.5,0.25,0.0941492821180313,0.0216726175842577,0.62313963676155,0.7421109361359683,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
3,2,Nicolas Jarry,Learner Tien,1,1810.0,28.3,201.0,0,11.794661190965092,0.5087719298245614,0.4444444444444444,0.35,0.0981151586004057,0.0256582149803524,0.6325788146313414,0.8149733368161703,493.0,19.0,180.0,1,2.836413415468857,0.5,0.5,0.5,0.0809354409160057,0.0277423627290563,0.6631643695794328,0.6623000761863022,0,0.5,4,0,0,1,0,0,1,6,2,1.2246467991473532e-16,-1.0,test
3,1,Brandon Nakashima,Yunchaokete Bu,1,1295.0,23.1,188.0,0,5.366187542778919,0.5454545454545454,0.5384615384615384,0.6,0.1482387627618473,0.0199557637785264,0.6782085302678043,0.799067810108292,0.0,25.0,185.0,0,0.0,0.5,0.5,0.5,0.05,0.03,0.6,0.65,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
3,2,Jordan Thompson,Benjamin Bonzi,1,1566.0,30.3,183.0,0,11.460643394934976,0.4684385382059801,0.5166666666666667,0.6,0.0765683417473273,0.0469429035487831,0.6025177845560695,0.6790970358408095,473.0,28.4,183.0,0,8.087611225188228,0.4339622641509434,0.5,0.4,0.0961714261390728,0.0243426539133642,0.633388948977134,0.7506369422458983,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
3,2,Adrian Mannarino,Valentin Royer,1,1920.0,35.5,180.0,1,17.097878165639973,0.4691358024691358,0.5785123966942148,0.4,0.0948481570067657,0.0252340744668826,0.6014830394393079,0.7597451960234402,0.0,25.0,185.0,0,0.0,0.5,0.5,0.5,0.05,0.03,0.6,0.65,0,0.5,4,0,0,1,0,0,1,6,2,1.2246467991473532e-16,-1.0,test
4,2,Daniel Evans,Novak Djokovic,2,334.0,34.2,175.0,0,17.05681040383299,0.4626865671641791,0.4,0.25,0.0471404928822855,0.0441812748571336,0.5736927319426895,0.6620403325619154,5560.0,37.3,188.0,0,21.22381930184805,0.8356566397652238,0.8581560283687943,0.85,0.0718784265214292,0.0280360933909021,0.6355222317001096,0.7665155304668737,1,1.0,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
4,2,Jannik Sinner,Aleksandar Vukic,1,11830.0,23.2,191.0,0,6.190280629705681,0.7592067988668555,0.7,0.95,0.1290925615965101,0.0145650218093739,0.6393200399047644,0.8018496184420177,669.0,28.5,188.0,0,7.474332648870637,0.4361702127659574,0.5555555555555556,0.55,0.1351656267838672,0.0286929175572827,0.6291969602035061,0.7980629841905763,2,1.0,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
4,2,Jack Draper,Marin Cilic,2,2315.0,22.7,193.0,1,4.27378507871321,0.6076923076923076,0.6818181818181818,0.75,0.0750091236243432,0.0423785699083966,0.6071779746967711,0.6616021893763174,10.0,35.3,198.0,0,19.9315537303217,0.6345123258306538,0.7017543859649122,0.4,0.0784030471880362,0.0345359900806896,0.5880979852908391,0.6975923549865777,0,0.5,4,0,0,1,0,0,1,6,2,1.2246467991473532e-16,-1.0,test
4,2,Alex de Minaur,Arthur Cazaux,1,0.0,25.0,185.0,0,0.0,0.5,0.5,0.5,0.05,0.03,0.6,0.65,678.0,22.1,183.0,0,4.120465434633813,0.3793103448275862,0.3333333333333333,0.35,0.1119174350039215,0.0342870435110134,0.595177646911009,0.7986905881713267,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
4,2,Arthur Fery,Luciano Darderi,2,243.0,21.9,175.0,0,1.9931553730321696,0.0,0.0,0.0,0.0278650619552973,0.0119760479041916,0.6242959625303848,0.5955569080949483,1248.0,22.7,183.0,0,2.3956194387405887,0.4814814814814814,0.4,0.25,0.0690034656334473,0.0335010771743208,0.5878552986315234,0.6710272550799887,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
4,2,Grigor Dimitrov,Corentin Moutet,1,3740.0,33.4,191.0,0,17.0403832991102,0.6137566137566137,0.5875,0.7,0.1197237761019951,0.0464500508590241,0.6189933050605202,0.8095279820039691,804.0,25.5,180.0,1,7.455167693360712,0.4166666666666667,0.4375,0.45,0.035094522712431,0.025058719490955,0.6732354353443358,0.6994972258755148,2,0.0,4,0,0,1,0,0,1,6,2,1.2246467991473532e-16,-1.0,test
4,2,Sebastian Ofner,Tommy Paul,1,1091.0,27.7,191.0,0,7.991786447638604,0.4408602150537634,0.4666666666666667,0.45,0.0915001657388665,0.0306298004897662,0.6018344309031304,0.7701964325004471,3180.0,27.4,185.0,0,9.831622176591376,0.5866666666666667,0.6666666666666666,0.6,0.0419490732149408,0.0296369169188022,0.6182830562870455,0.655674886045822,1,0.0,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
4,2,Marcos Giron,Jakub Mensik,2,1105.0,31.2,180.0,0,10.869267624914444,0.4663677130044843,0.5161290322580645,0.55,0.1020886994729583,0.022064345566015,0.622043440780253,0.786259390157469,506.0,18.4,193.0,0,1.839835728952772,0.5714285714285714,0.3333333333333333,0.55,0.1149591872627017,0.0360459196389954,0.6502648452247483,0.7789309717772435,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
4,2,August Holmgren,Tomas Machac,1,189.0,25.7,188.0,0,8.229979466119097,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0584979563160906,0.0365275426550576,0.5937302785748042,0.7343778056488552,1374.0,23.9,183.0,0,4.7529089664613275,0.5444444444444444,0.25,0.6,0.067456084006593,0.0299025452477262,0.6270058333773917,0.6416090316721992,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
4,2,Flavio Cobolli,Jack Pinnington Jones,1,1482.0,22.3,183.0,0,4.101300479123887,0.5189873417721519,0.4285714285714285,0.65,0.08715964670106,0.0431303875927914,0.576952300787174,0.7993359976854487,0.0,25.0,185.0,0,0.0,0.5,0.5,0.5,0.05,0.03,0.6,0.65,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
4,2,Felix Auger-Aliassime,Jan-Lennard Struff,2,0.0,25.0,185.0,0,0.0,0.5,0.5,0.5,0.05,0.03,0.6,0.65,0.0,25.0,185.0,0,0.0,0.5,0.5,0.5,0.05,0.03,0.6,0.65,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
4,2,Botic van De Zandschulp,Alejandro Davidovich Fokina,2,0.0,25.0,185.0,0,0.0,0.5,0.5,0.5,0.05,0.03,0.6,0.65,860.0,25.3,183.0,0,6.228610540725531,0.4935622317596566,0.375,0.45,0.0823006913405146,0.0345052472575545,0.6431671002931861,0.687839612478548,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
4,2,Fabian Marozsan,Jaume Munar,2,896.0,24.3,193.0,0,3.586584531143053,0.4722222222222222,0.1666666666666666,0.4,0.0486512369462639,0.0394978554250013,0.633188342955871,0.67723583936304,844.0,27.4,183.0,0,10.195756331279943,0.4017857142857143,0.2142857142857142,0.3,0.0382730308568561,0.052366746614427,0.6166937133261028,0.6085735082666807,1,0.0,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
4,2,Miomir Kecmanovic,Jesper de Jong,1,980.0,25.0,183.0,0,7.282683093771389,0.4948805460750853,0.46875,0.4,0.1122859840616593,0.0321293690911423,0.6351803723457162,0.7695498230934863,0.0,25.0,185.0,0,0.0,0.5,0.5,0.5,0.05,0.03,0.6,0.65,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
4,2,Pedro Martinez,Mariano Navone,1,1167.0,27.3,185.0,0,7.225188227241615,0.4276729559748428,0.3,0.35,0.0483355877857773,0.0496069479237859,0.6452979453052992,0.6374197872594932,1198.0,23.6,178.0,0,1.3990417522245038,0.4285714285714285,0.0,0.25,0.04614010937528,0.032281109363736,0.622120665778725,0.6350096011348747,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
4,2,Brandon Nakashima,Reilly Opelka,1,1295.0,23.1,188.0,0,5.366187542778919,0.5454545454545454,0.5384615384615384,0.6,0.1482387627618473,0.0199557637785264,0.6782085302678043,0.799067810108292,167.0,27.0,211.0,0,9.23750855578371,0.5106382978723404,0.4,0.45,0.1757469410248386,0.041781974720478,0.6556633854358274,0.831937268783479,1,0.0,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
4,2,Cristian Garin,Arthur Rinderknech,2,508.0,28.2,185.0,0,12.791238877481176,0.5179282868525896,0.4736842105263157,0.5,0.0413639926088199,0.0381963737982542,0.6434510952745383,0.6918650659729892,875.0,29.1,196.0,0,4.7529089664613275,0.4713375796178344,0.3684210526315789,0.55,0.090638033839379,0.0400823643542107,0.6003764118150848,0.708630572895633,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
4,2,Lorenzo Sonego,Nikoloz Basilashvili,1,1046.0,29.4,191.0,0,9.141683778234086,0.4798657718120805,0.5526315789473685,0.5,0.0657387815834809,0.0168246700510501,0.6726096596190768,0.7661407612596622,481.0,31.0,185.0,0,11.19233401779603,0.4591194968553459,0.4545454545454545,0.25,0.0608392611064246,0.0636599366478005,0.5902351724711037,0.6743512617856858,3,0.6666666666666666,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
5,3,Taylor Fritz,Alejandro Davidovich Fokina,1,3195.0,26.2,196.0,0,10.026009582477757,0.5987394957983193,0.5892857142857143,0.65,0.1319156629438368,0.0190237745520192,0.6340626524547919,0.804827766458612,860.0,25.3,183.0,0,6.228610540725531,0.4935622317596566,0.375,0.45,0.0823006913405146,0.0345052472575545,0.6431671002931861,0.687839612478548,3,0.3333333333333333,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
5,3,Jan-Lennard Struff,Carlos Alcaraz,2,0.0,25.0,185.0,0,0.0,0.5,0.5,0.5,0.05,0.03,0.6,0.65,7010.0,21.5,183.0,0,5.366187542778919,0.7886792452830189,0.8888888888888888,0.75,0.0864841151648193,0.0185574830320569,0.640359314873675,0.7903807411518107,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
5,3,Mattia Bellucci,Cameron Norrie,2,574.0,23.3,175.0,1,2.4531143052703626,0.4,0.0,0.4,0.1370575562870802,0.0219269520560665,0.6649274020811275,0.7824646981384087,962.0,29.2,188.0,1,8.030116358658454,0.5726027397260274,0.5365853658536586,0.5,0.0924437968680126,0.0219894298175089,0.6873950662731703,0.7554709353576001,0,0.5,4,0,0,1,0,1,0,6,2,1.2246467991473532e-16,-1.0,test
5,2,Ben Shelton,Rinky Hijikata,1,2330.0,22.1,193.0,1,2.9322381930184807,0.5691056910569106,0.4615384615384615,0.65,0.0989940986505853,0.0359502318817293,0.6513125200912219,0.7564068339398726,718.0,23.6,178.0,0,3.488021902806297,0.4375,0.5,0.45,0.0435723482825572,0.0375301517700675,0.5831862355896658,0.6375951302364069,1,1.0,4,0,0,1,0,0,1,6,2,1.2246467991473532e-16,-1.0,test
5,3,Nicolas Jarry,Joao Fonseca,1,1810.0,28.3,201.0,0,11.794661190965092,0.5087719298245614,0.4444444444444444,0.35,0.0981151586004057,0.0256582149803524,0.6325788146313414,0.8149733368161703,374.0,18.0,185.0,0,2.3572895277207393,0.6,0.0,0.6,0.0688436954701292,0.0140265715058903,0.6906246869613086,0.7333191274758565,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
5,3,Andrey Rublev,Adrian Mannarino,1,3760.0,27.0,188.0,0,10.798083504449009,0.6468330134357005,0.6551724137931034,0.5,0.0954338158797706,0.0333063878677509,0.6212318785317763,0.6997898862207695,1920.0,35.5,180.0,1,17.097878165639973,0.4691358024691358,0.5785123966942148,0.4,0.0948481570067657,0.0252340744668826,0.6014830394393079,0.7597451960234402,4,0.75,4,0,0,1,0,0,1,6,2,1.2246467991473532e-16,-1.0,test
5,3,Nuno Borges,Karen Khachanov,2,1004.0,26.9,185.0,0,4.177960301163586,0.4382022471910112,0.0,0.55,0.0423561117959051,0.0453424036585747,0.5947501384639835,0.642907287464914,2225.0,28.4,198.0,0,11.786447638603695,0.5821205821205822,0.6153846153846154,0.7,0.0993389703251434,0.0192347348899779,0.6574490705441068,0.7898668073352059,1,0.0,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
5,3,Kamil Majchrzak,Arthur Rinderknech,1,25.0,28.0,180.0,0,10.318959616700887,0.4366197183098591,0.2857142857142857,0.5,0.0984819478815659,0.0207449279146789,0.621399862220778,0.7719504510907977,875.0,29.1,196.0,0,4.7529089664613275,0.4713375796178344,0.3684210526315789,0.55,0.090638033839379,0.0400823643542107,0.6003764118150848,0.708630572895633,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
5,2,Marton Fucsovics,Gael Monfils,1,702.0,31.9,188.0,0,15.321013004791238,0.4938650306748466,0.4705882352941176,0.5,0.0738828610513569,0.0296111251032583,0.6555334933598225,0.7433277434871046,1010.0,38.1,193.0,0,20.71731690622861,0.6237623762376238,0.575,0.6,0.1000296196788099,0.0400313007938614,0.6040359244339051,0.7732960613809311,4,0.25,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
5,3,Luciano Darderi,Jordan Thompson,2,1248.0,22.7,183.0,0,2.3956194387405887,0.4814814814814814,0.4,0.25,0.0690034656334473,0.0335010771743208,0.5878552986315234,0.6710272550799887,1566.0,30.3,183.0,0,11.460643394934976,0.4684385382059801,0.5166666666666667,0.6,0.0765683417473273,0.0469429035487831,0.6025177845560695,0.6790970358408095,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
6,3,Jannik Sinner,Pedro Martinez,1,11830.0,23.2,191.0,0,6.190280629705681,0.7592067988668555,0.7,0.95,0.1290925615965101,0.0145650218093739,0.6393200399047644,0.8018496184420177,1167.0,27.3,185.0,0,7.225188227241615,0.4276729559748428,0.3,0.35,0.0483355877857773,0.0496069479237859,0.6452979453052992,0.6374197872594932,1,1.0,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
6,3,Miomir Kecmanovic,Novak Djokovic,2,980.0,25.0,183.0,0,7.282683093771389,0.4948805460750853,0.46875,0.4,0.1122859840616593,0.0321293690911423,0.6351803723457162,0.7695498230934863,5560.0,37.3,188.0,0,21.22381930184805,0.8356566397652238,0.8581560283687943,0.85,0.0718784265214292,0.0280360933909021,0.6355222317001096,0.7665155304668737,3,0.0,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
6,3,Ben Shelton,Marton Fucsovics,1,2330.0,22.1,193.0,1,2.9322381930184807,0.5691056910569106,0.4615384615384615,0.65,0.0989940986505853,0.0359502318817293,0.6513125200912219,0.7564068339398726,702.0,31.9,188.0,0,15.321013004791238,0.4938650306748466,0.4705882352941176,0.5,0.0738828610513569,0.0296111251032583,0.6555334933598225,0.7433277434871046,0,0.5,4,0,0,1,0,0,1,6,2,1.2246467991473532e-16,-1.0,test
6,3,Alex de Minaur,August Holmgren,1,0.0,25.0,185.0,0,0.0,0.5,0.5,0.5,0.05,0.03,0.6,0.65,189.0,25.7,188.0,0,8.229979466119097,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0584979563160906,0.0365275426550576,0.5937302785748042,0.7343778056488552,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
6,3,Grigor Dimitrov,Sebastian Ofner,1,3740.0,33.4,191.0,0,17.0403832991102,0.6137566137566137,0.5875,0.7,0.1197237761019951,0.0464500508590241,0.6189933050605202,0.8095279820039691,1091.0,27.7,191.0,0,7.991786447638604,0.4408602150537634,0.4666666666666667,0.45,0.0915001657388665,0.0306298004897662,0.6018344309031304,0.7701964325004471,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
6,3,Flavio Cobolli,Jakub Mensik,1,1482.0,22.3,183.0,0,4.101300479123887,0.5189873417721519,0.4285714285714285,0.65,0.08715964670106,0.0431303875927914,0.576952300787174,0.7993359976854487,506.0,18.4,193.0,0,1.839835728952772,0.5714285714285714,0.3333333333333333,0.55,0.1149591872627017,0.0360459196389954,0.6502648452247483,0.7789309717772435,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
6,3,Marin Cilic,Jaume Munar,1,10.0,35.3,198.0,0,19.9315537303217,0.6345123258306538,0.7017543859649122,0.4,0.0784030471880362,0.0345359900806896,0.5880979852908391,0.6975923549865777,844.0,27.4,183.0,0,10.195756331279943,0.4017857142857143,0.2142857142857142,0.3,0.0382730308568561,0.052366746614427,0.6166937133261028,0.6085735082666807,2,1.0,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
6,3,Brandon Nakashima,Lorenzo Sonego,2,1295.0,23.1,188.0,0,5.366187542778919,0.5454545454545454,0.5384615384615384,0.6,0.1482387627618473,0.0199557637785264,0.6782085302678043,0.799067810108292,1046.0,29.4,191.0,0,9.141683778234086,0.4798657718120805,0.5526315789473685,0.5,0.0657387815834809,0.0168246700510501,0.6726096596190768,0.7661407612596622,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
7,4,Andrey Rublev,Carlos Alcaraz,2,3760.0,27.0,188.0,0,10.798083504449009,0.6468330134357005,0.6551724137931034,0.5,0.0954338158797706,0.0333063878677509,0.6212318785317763,0.6997898862207695,7010.0,21.5,183.0,0,5.366187542778919,0.7886792452830189,0.8888888888888888,0.75,0.0864841151648193,0.0185574830320569,0.640359314873675,0.7903807411518107,3,0.3333333333333333,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
7,4,Taylor Fritz,Jordan Thompson,1,3195.0,26.2,196.0,0,10.026009582477757,0.5987394957983193,0.5892857142857143,0.65,0.1319156629438368,0.0190237745520192,0.6340626524547919,0.804827766458612,1566.0,30.3,183.0,0,11.460643394934976,0.4684385382059801,0.5166666666666667,0.6,0.0765683417473273,0.0469429035487831,0.6025177845560695,0.6790970358408095,2,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
7,4,Nicolas Jarry,Cameron Norrie,2,1810.0,28.3,201.0,0,11.794661190965092,0.5087719298245614,0.4444444444444444,0.35,0.0981151586004057,0.0256582149803524,0.6325788146313414,0.8149733368161703,962.0,29.2,188.0,1,8.030116358658454,0.5726027397260274,0.5365853658536586,0.5,0.0924437968680126,0.0219894298175089,0.6873950662731703,0.7554709353576001,1,1.0,4,0,0,1,0,0,1,6,2,1.2246467991473532e-16,-1.0,test
7,4,Karen Khachanov,Kamil Majchrzak,1,2225.0,28.4,198.0,0,11.786447638603695,0.5821205821205822,0.6153846153846154,0.7,0.0993389703251434,0.0192347348899779,0.6574490705441068,0.7898668073352059,25.0,28.0,180.0,0,10.318959616700887,0.4366197183098591,0.2857142857142857,0.5,0.0984819478815659,0.0207449279146789,0.621399862220778,0.7719504510907977,3,1.0,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
8,4,Alex de Minaur,Novak Djokovic,2,0.0,25.0,185.0,0,0.0,0.5,0.5,0.5,0.05,0.03,0.6,0.65,5560.0,37.3,188.0,0,21.22381930184805,0.8356566397652238,0.8581560283687943,0.85,0.0718784265214292,0.0280360933909021,0.6355222317001096,0.7665155304668737,0,0.5,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
8,4,Jannik Sinner,Grigor Dimitrov,1,11830.0,23.2,191.0,0,6.190280629705681,0.7592067988668555,0.7,0.95,0.1290925615965101,0.0145650218093739,0.6393200399047644,0.8018496184420177,3740.0,33.4,191.0,0,17.0403832991102,0.6137566137566137,0.5875,0.7,0.1197237761019951,0.0464500508590241,0.6189933050605202,0.8095279820039691,5,0.8,4,0,0,1,1,0,0,6,2,1.2246467991473532e-16,-1.0,test
8,4,Ben Shelton,Lorenzo Sonego,1,2330.0,22.1,193.0,1,2.9322381930184807,0.5691056910569106,0.4615384615384615,0.65,0.0989940986505853,0.0359502318817293,0.6513125200912219,0.7564068339398726,1046.0,29.4,191.0,0,9.141683778234086,0.4798657718120805,0.5526315789473685,0.5,0.0657387815834809,0.0168246700510501,0.6726096596190768,0.7661407612596622,2,0.5,4,0,0,1,0,0,1,6,2,1.2246467991473532e-16,-1.0,test
