both_left_handed,both_right_handed,h2h_matches,h2h_win_rate,mixed_handed,month,month_cos,month_sin,p1_age,p1_avg_1st_serve_pct,p1_avg_1st_serve_win_pct,p1_avg_ace_rate,p1_avg_df_rate,p1_career_win_rate,p1_experience,p1_ht,p1_is_lefty,p1_rank_points,p1_recent_form,p1_surface_win_rate,p2_age,p2_avg_1st_serve_pct,p2_avg_1st_serve_win_pct,p2_avg_ace_rate,p2_avg_df_rate,p2_career_win_rate,p2_experience,p2_ht,p2_is_lefty,p2_rank_points,p2_recent_form,p2_surface_win_rate,quarter,surface_clay,surface_grass,surface_hard,tourney_importance,winner,split,player1_name,player2_name
0.0,1.0,-0.4909102765657721,-0.1514832335986603,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.0104230973590221,-0.1636627110628538,-0.5357768364765243,-1.3725082181566022,-0.3583344442160904,-0.4024115204248039,0.0312946604025541,-1.8832350994600413,0.0911808695666216,0.0,-0.8864871420197512,0.0149963172848169,0.0582958081701492,-1.0195378530044328,0.3688092115622119,2.1418235640945915,0.8660811722939018,-1.3838218559821422,1.715922097158725,-0.559513137172603,-0.2168845607060922,0.0,5.079366963968459,1.152191017471198,2.0006201756479705,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,2,test,Oliver Tarvet,Carlos Alcaraz
0.0,0.0,0.6989480050004444,-0.7705107175584581,1.0,-4.251429162798826e-05,-1.2643504006516997,-0.0104230973590221,0.8680807219754587,1.4158786447700729,1.2689714884243135,1.0589670544119294,-1.0899915787884038,0.4554491414349023,0.0893886671064794,0.5702474280478155,1.0,-0.060202252125864,0.0149963172848169,0.2408362690446665,0.2622885805615204,-0.681234897266926,-0.1182872798354457,1.3476203036157273,0.7021477282176155,0.1607225350478578,0.8105219600415733,0.5813532340781087,0.0,1.3164393534513938,0.6962783370127347,0.3634865850327045,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test,Cameron Norrie,Frances Tiafoe
0.0,1.0,-0.4909102765657721,-0.1514832335986603,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.0104230973590221,0.1311211269480925,0.2248903865609957,2.505094665794713,2.3770285633027965,-1.3445459206239814,0.6081434095788608,0.5796862210877255,1.847758250664332,0.0,1.857775044270238,0.69817843656032,0.5037814567329589,-0.8223337863019782,1.383071116356774,1.0936905729810096,1.5357994037771876,-0.6527563693175737,-0.4201744673840161,-1.1959383079474644,2.9760666184307114,0.0,-0.4583018721190273,0.0124093163250394,-2.4372295575901064,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test,Taylor Fritz,Gabriel Diallo
0.0,1.0,-0.4909102765657721,-0.1514832335986603,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.0104230973590221,0.3030783657878111,-0.65301367236983,-1.5501425224558842,-0.6135824428976945,0.9144898439822136,-0.329735706641092,-0.8569057889313982,0.0911808695666216,0.0,-0.0241274440431787,0.2427236903766514,-2.4364238237815843,0.977153322357918,0.4838180701401698,2.6066944114676387,1.3813884716659002,-1.5712081148059385,0.224018211005941,-1.4760193746193278,1.3795910288623097,0.0,-0.4123813995839038,0.1643802098111939,0.5583190123455953,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test,Nuno Borges,Billy Harris
0.0,1.0,0.3023285778117056,1.705599218280733,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.0104230973590221,0.327643685622057,-0.0616389488275483,-0.1255393390126062,1.1588110537475456,-0.1186107033431556,0.8891118839295697,0.769348649376767,0.5702474280478155,0.0,2.343067105382552,0.0149963172848169,0.8325191422241354,0.4101916305883615,0.3895117501501752,1.3063972987093386,1.5551826447886945,0.0858609069537065,-0.0816746349065143,0.4157088901547296,1.3795910288623097,0.0,-0.4217355699151326,-0.6714597043626558,-0.2183046909710681,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test,Andrey Rublev,Lloyd Harris
0.0,0.0,-0.4909102765657721,-0.1514832335986603,1.0,-4.251429162798826e-05,-1.2643504006516997,-0.0104230973590221,-0.8514916664217291,-0.2332771008916459,3.048871581422061,1.4319758823245408,0.0095715828699165,0.2747166503031941,-0.3087679199400192,0.0911808695666216,0.0,0.1828732404312773,0.2427236903766514,0.0582958081701492,-0.5758287029239102,0.9177568337208152,1.9437031663532052,2.5617108170078877,-1.095519900054461,-0.555005493093542,-1.277600498471068,-1.4940650323608138,1.0,-0.3936730589214461,-0.4435033641334238,-2.4372295575901064,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,2,test,Jiri Lehecka,Mattia Bellucci
0.0,1.0,-0.4909102765657721,-0.1514832335986603,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.0104230973590221,-1.8832350994600415,1.4880006441819285,0.7141878337111518,0.2709023300658019,-1.773476331797729,0.6155074361640903,-1.3041593875562656,0.0911808695666216,0.0,-0.5652495652834583,0.4704510634684855,-2.4364238237815843,-0.8469842946397853,0.2135671453192023,-2.5292088435737567,-0.5980903564933012,-0.2399157642206889,0.5099889378272703,-0.1957451975674596,0.5813532340781087,0.0,-0.0229077621563748,0.2403656565542713,0.4751093298473817,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test,Joao Fonseca,Jenson Brooksby
0.0,1.0,-0.4909102765657721,-0.1514832335986603,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.0104230973590221,-1.072579544929939,-1.2377561254261489,-0.9289803222830773,-0.4987220190235453,0.2369896337702421,-2.09311543327576,-0.8145343953774633,-1.5057076587040243,0.0,-0.5360461492165226,-1.5790952943580232,-2.4364238237815843,0.6813472223042357,0.7506615169264359,2.1289609795954787,1.2970795976463678,-1.3258741396200155,0.509066385478933,1.023113613057566,2.1778288236465104,0.0,1.0103028698839038,0.924234677241966,0.6351279500362547,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,2,test,Shintaro Mochizuki,Karen Khachanov
0.0,1.0,-0.4909102765657721,-0.1514832335986603,0.0,-4.251429162798826e-05,-1.2643504006516997,-0.0104230973590221,0.5732968839645124,-0.0578876353795386,1.6816947304808345,1.2605955870114944,-1.1968122758783284,-0.3389810425448988,0.6516503339491693,-0.7072633945687014,0.0,-0.8650140419705338,0.0149963172848169,-1.0108697483805935,-1.315343953058114,-0.0159460717518331,0.9337410723184428,1.1230793916977864,-1.117281526340331,-1.4314071602054603,-1.400431231324753,1.0602959109486292,0.0,-0.6904553721577072,-1.127372384821119,0.0590609173563117,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test,Kamil Majchrzak,Ethan Quinn
0.0,0.0,-0.4909102765657721,-0.1514832335986603,1.0,-4.251429162798826e-05,-1.2643504006516997,-0.0104230973590221,0.6469928434672492,0.1917541885476388,2.7591866402359746,1.2483476017644248,-0.7750847171139233,0.0825413951184785,1.0141611454661676,2.646202514799655,0.0,0.6681653015435915,-0.668185801990686,-0.2188952620467101,-1.6358005614496025,0.8783637588175283,-1.0637416713376615,0.6800448588382981,-0.5979357823199238,0.0292622849810702,-1.1831153193528487,-0.6958272375766128,1.0,-0.4625537677241313,0.0124093163250394,0.0590609173563117,-0.3633580869809898,0.0,1.0,0.0,2.0738783426779124,1,test,Nicolas Jarry,Learner Tien
